10520	2004-12-31	523000
10520	2005-12-31	531100
10520	2006-12-31	543400
10520	2007-12-31	514900
10520	2008-12-31	484100
10520	2009-12-31	458500
10520	2010-12-31	473300
10520	2011-12-31	469100
10520	2012-12-31	444500
10520	2013-12-31	453600
10522	1999-12-31	328800
10522	2000-12-31	373500
10522	2001-12-31	418700
10522	2002-12-31	500100
10522	2003-12-31	560100
10522	2004-12-31	625300
10522	2005-12-31	655000
10522	2006-12-31	656600
10522	2007-12-31	672800
10522	2008-12-31	611100
10522	2009-12-31	568200
10522	2010-12-31	593000
10522	2011-12-31	541700
10522	2012-12-31	552700
10522	2013-12-31	574400
10523	1997-12-31	204300
10523	1998-12-31	198100
10523	1999-12-31	213100
10523	2000-12-31	244400
10523	2001-12-31	286600
10523	2002-12-31	325600
10523	2003-12-31	380800
10523	2004-12-31	441300
10523	2005-12-31	482900
10523	2006-12-31	477800
10523	2007-12-31	487300
10523	2008-12-31	430900
10523	2009-12-31	435700
10523	2010-12-31	422300
10523	2011-12-31	376600
10523	2012-12-31	364600
10523	2013-12-31	360600
10524	1997-12-31	183000
10524	1998-12-31	203700
10524	1999-12-31	236000
10524	2000-12-31	273500
10524	2001-12-31	306800
10524	2002-12-31	366500
10524	2003-12-31	393500
10524	2004-12-31	476900
10524	2005-12-31	494300
10524	2006-12-31	495300
10524	2007-12-31	478700
10524	2008-12-31	449600
10524	2009-12-31	423500
10524	2010-12-31	417200
10524	2011-12-31	407400
10524	2012-12-31	389800
10524	2013-12-31	383800
10526	1997-12-31	245300
10526	1998-12-31	267800
10526	1999-12-31	273700
10526	2000-12-31	333500
10526	2001-12-31	379800
10526	2002-12-31	437600
10526	2003-12-31	458100
10526	2004-12-31	521200
10526	2005-12-31	546800
10526	2006-12-31	546400
10526	2007-12-31	568000
10526	2008-12-31	516100
10526	2009-12-31	466500
10526	2010-12-31	429800
10526	2011-12-31	400400
10526	2012-12-31	396400
10526	2013-12-31	402000
10528	1997-12-31	420500
10528	1998-12-31	474900
10528	1999-12-31	558400
10528	2000-12-31	614600
10528	2001-12-31	655800
10528	2002-12-31	766100
10528	2003-12-31	884800
10528	2004-12-31	942500
10528	2005-12-31	1025300
10528	2006-12-31	986000
10528	2007-12-31	1052700
10528	2008-12-31	991200
10528	2009-12-31	898800
10528	2010-12-31	827800
10528	2011-12-31	795500
10528	2012-12-31	836200
10528	2013-12-31	889600
10530	1997-12-31	237100
10530	1998-12-31	252700
10530	1999-12-31	269400
10530	2000-12-31	316100
10530	2001-12-31	337500
10530	2002-12-31	414300
10530	2003-12-31	467500
10530	2004-12-31	546000
10530	2005-12-31	574300
10530	2006-12-31	567900
10530	2007-12-31	559700
10530	2008-12-31	533500
10530	2009-12-31	486900
10530	2010-12-31	483200
10530	2011-12-31	433500
10530	2012-12-31	444500
10530	2013-12-31	444200
10532	1997-12-31	223200
10532	1998-12-31	259600
10532	1999-12-31	287900
10532	2000-12-31	321500
10532	2001-12-31	331500
10532	2002-12-31	394200
10532	2003-12-31	441400
10532	2004-12-31	502900
10532	2005-12-31	559900
10532	2006-12-31	536500
10532	2007-12-31	525300
10532	2008-12-31	481500
10532	2009-12-31	456500
10532	2010-12-31	476200
10532	2011-12-31	430000
10532	2012-12-31	447700
10532	2013-12-31	449200
10533	1999-12-31	364400
10533	2000-12-31	418200
10533	2001-12-31	466700
10533	2002-12-31	554300
10533	2003-12-31	609400
10533	2004-12-31	704900
10533	2005-12-31	771300
10533	2006-12-31	746900
10533	2007-12-31	778300
10533	2008-12-31	691600
10533	2009-12-31	610600
10533	2010-12-31	629600
10533	2011-12-31	594700
10533	2012-12-31	582600
10533	2013-12-31	652000
10536	1997-12-31	327700
10536	1998-12-31	359100
10536	1999-12-31	392300
10536	2000-12-31	442100
10536	2001-12-31	486700
10536	2002-12-31	574300
10536	2003-12-31	659300
10536	2004-12-31	744600
10536	2005-12-31	753500
10536	2006-12-31	774000
10536	2007-12-31	758800
10536	2008-12-31	722900
